id,izhodisce,cas,zahtevnost,pot,visinaizhodisca,visinskarazlika 
1339,Planina Zajavornik,150,lahka označena pot,,1292,670
1339,Rudno polje,135,lahka neoznačena steza,skozi Zgornji Razor,1347,615
1339,Šport hotel,195,lahka označena pot,,1280,682
12799,Dom v Lepeni,235,lahka neoznačena steza,,700,1258
12799,Planina Polog,330,lahka neoznačena steza,,457,1501
11614,Soča,210,lahko brezpotje,,500,1458
1641,Rudno polje,130,lahko brezpotje,čez Kačji rob,1347,605
11106,Javorje,225,lahko brezpotje,preko sedla Čez Suho,1050,896
11106,Javorje,210,lahko brezpotje,čez Lepo Suho,1050,896
11106,Rutarski gozd,210,lahko brezpotje,,1030,916
11106,Grant,270,lahko brezpotje,čez Rodico,725,1221
11107,Javorje,210,lahko brezpotje,Novi vrh) (preko sedla Čez Suho,1050,894
11107,Rutarski gozd,195,lahko brezpotje,Novi vrh,1030,914
11107,Javorje,195,lahko brezpotje,Novi vrh) (čez Lepo Suho,1050,894
11107,Grant,255,lahko brezpotje,Novi vrh,725,1219
11055,Dom v Lepeni,270,lahko brezpotje,čez Mali Šmohor,700,1244
11055,Dom v Lepeni,270,lahko brezpotje,čez planino na Polju,700,1244
11329,Vršič,60,lahka neoznačena steza,,1611,330
11329,Erjavčeva koča na Vršiču,70,lahka neoznačena steza,,1525,416
11054,Dom v Lepeni,240,lahka označena pot,,700,1239
11054,Koča pri Savici,400,lahka označena pot,,653,1286
11105,Pod Luknjo,230,"delno zahtevna označena pot, lahko brezpotje",,950,986
11105,Polje,305,"delno zahtevna označena pot, lahko brezpotje",,523,1413
11105,Podbrdo,295,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,508,1428
11105,Ravne,285,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,735,1201
11371,Koča pri Savici,275,lahka neoznačena steza,,653,1273
11371,Planina Polog,275,lahko brezpotje,čez planino Dobrenjščico,457,1469
1722,Dolina Kot,210,zahtevna neoznačena steza,,950,976
1590,Planina Blato,180,lahko brezpotje,,1147,779
1588,Ski hotel Vogel,150,delno zahtevna označena pot,mimo zgornje postaje sedežnice Zadnji Vogel,1540,382
1588,Planina Kuk,165,lahka označena pot,direktna pot,1150,772
1588,Ski hotel Vogel,150,delno zahtevna označena pot,pod pobočji Orlovih glav,1540,382
1588,Ukanc,270,lahka označena pot,čez planino Zadnji Vogel,570,1352
1588,Planina Kuk,210,lahka označena pot,čez Globoko,1150,772
1588,Ski hotel Vogel,150,lahka označena pot,čez planino Zadnji Vogel,1540,382
1588,Ski hotel Vogel,180,delno zahtevna označena pot,čez sedlo Šija,1540,382
1588,Planina Storeča raven,225,delno zahtevna označena pot,pod pobočji Orlovih glav,1100,822
1588,Tolminske Ravne,180,zahtevna označena pot,strma pot,924,998
1588,Planina Storeča raven,225,delno zahtevna označena pot,mimo zgornje postaje sedežnice Zadnji Vogel,1100,822
1588,Tolminske Ravne,210,lahka označena pot,po mulatjeri,924,998
1588,Ukanc,255,lahka označena pot,čez Globoko,570,1352
1588,Tolminske Ravne,225,zahtevna označena pot,strma pot in čez Globoko,924,998
1588,Tolminske Ravne,255,lahka označena pot,po mulatjeri in čez Globoko,924,998
1588,Kneške Ravne,270,"lahka neoznačena steza, lahka označena pot",mimo Koče na planini Razor,720,1202
1588,Kneške Ravne,275,"lahka neoznačena steza, delno zahtevna označena pot",čez Žabiški Kuk,720,1202
1588,Kneške Ravne (Prošček),315,"lahka neoznačena steza, lahka označena pot",mimo Koče na planini Razor,754,1168
1588,Kneške Ravne (Prošček),320,"lahka neoznačena steza, delno zahtevna označena pot",čez Žabiški Kuk,754,1168
11109,Ski hotel Vogel,210,lahko brezpotje,čez Konjsko sedlo,1540,375
11109,Ribčev Laz,390,lahko brezpotje,čez Konjsko sedlo,546,1369
11109,Ukanc,290,lahko brezpotje,skozi Žagarjev graben in čez Konjsko sedlo,570,1345
11590,Dom v Lepeni,345,lahko brezpotje,,700,1213
11590,Planina Polog,300,lahka neoznačena steza,čez Prehodce,457,1456
11590,Planina Polog,270,"lahka označena pot, delno zahtevna neoznačena pot",mimo Javorce in planine Sleme,457,1456
1240,Vršič,75,lahka označena pot,,1611,300
1240,Dom v Tamarju,130,lahka označena pot,mimo Črnih vod,1108,803
1240,Dom v Tamarju,130,zahtevna označena pot,skozi Grlo,1108,803
1240,Erjavčeva koča na Vršiču,85,lahka označena pot,,1525,386
1240,Jasna,225,"delno zahtevna neoznačena pot, zahtevna označena pot",skozi dolino Male Pišnice,830,1081
1240,Koča pri izviru Soče,205,lahka označena pot,,886,1025
193,Pri Mlinču,165,lahka označena pot,po cesti,1094,812
193,Pri Mlinču,140,lahka označena pot,,1094,812
193,Pri Mlinču,150,lahka neoznačena steza,čez Gladki rob,1094,812
11098,Javorje,140,lahko brezpotje,čez Lepo Suho,1050,851
11098,Ribčev Laz,230,lahko brezpotje,,546,1355
11372,Koča pri Savici,270,lahka označena pot,,653,1247
11372,Planina Polog,270,lahko brezpotje,čez planino Dobrenjščico,457,1443
1457,Planina Blato,170,lahko brezpotje,,1147,752
1457,Koča pri Savici,225,lahko brezpotje,,653,1246
1469,Mojstrana,220,lahka označena pot,,675,1223
1469,Mojstrana,210,lahka neoznačena steza,stara pot,675,1223
1469,Plaz Črlovec,230,"delno zahtevna neoznačena pot, lahka označena pot",zgornja pot,920,978
1469,Plaz Črlovec,205,"zahtevna neoznačena steza, lahka označena pot",čez Vrtaško planino,920,978
11104,Pod Luknjo,210,"delno zahtevna označena pot, lahko brezpotje",,950,947
11104,Polje,285,delno zahtevna označena pot,,523,1374
11104,Ravne,265,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,735,1162
11104,Podbrdo,275,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,508,1389
1589,Ski hotel Vogel,150,delno zahtevna označena pot,mimo zgornje postaje sedežnice Zadnji Vogel,1540,356
1589,Ski hotel Vogel,150,lahka neoznačena steza,pod pobočji Orlovih glav,1540,356
1589,Planina Kuk,175,"lahka označena pot, lahka neoznačena steza",čez Vogel,1150,746
1589,Tolminske Ravne,220,"zahtevna označena pot, lahka neoznačena steza",strma pot in čez Globoko,924,972
1589,Tolminske Ravne,220,"lahka označena pot, lahka neoznačena steza",po mulatjeri in čez Vogel,924,972
1589,Tolminske Ravne,250,"lahka označena pot, lahka neoznačena steza",po mulatjeri in čez Globoko,924,972
1589,Tolminske Ravne,190,"zahtevna označena pot, lahka neoznačena steza",strma pot in čez Vogel,924,972
1589,Ukanc,250,"lahka označena pot, lahka neoznačena steza",čez Globoko,570,1326
1291,Pri Rupah,120,lahko brezpotje,,1350,543
1291,Šport hotel,180,lahko brezpotje,,1280,613
1291,Planina Zajavornik,135,lahko brezpotje,,1292,601
1138,Konec ceste na Pokljuki,120,lahka označena pot,,1340,552
1531,Rudno polje,135,lahko brezpotje,snežni pristop,1340,550
13476,Log v Trenti,240,"lahka označena pot, lahka neoznačena steza",Pot čez Trebiški dol,631,1252
13476,Log v Trenti,240,delno zahtevna neoznačena pot,Stara vojaška mulatjera na Veliko Glavo,607,1276
1463,Ski hotel Vogel,90,lahka označena pot,,1540,340
1463,Javorje,150,lahka označena pot,čez Zadnjo Suho,1050,830
1463,Ukanc,265,lahka označena pot,čez planino Zadnji Vogel,570,1310
1463,Javorje,160,lahka neoznačena steza,čez Kratki plaz,1050,830
1463,Ukanc,240,lahka označena pot,skozi Žagarjev graben,570,1310
1165,Zadnjica,220,lahka označena pot,,650,1230
11624,Planina Blato,135,lahka neoznačena steza,lovska pot,1147,732
11624,Stara Fužina,240,lahka neoznačena steza,,600,1279
11103,Pod Luknjo,195,"delno zahtevna označena pot, lahko brezpotje",,950,929
11103,Polje,270,"delno zahtevna označena pot, lahko brezpotje",,523,1356
11103,Ravne,250,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,735,1144
11103,Podbrdo,260,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,508,1371
11605,Vas na Skali,210,lahka neoznačena steza,,980,895
12102,Tolminske Ravne,180,lahko brezpotje,,924,944
11812,Turkov rovt (Vrata),165,lahko brezpotje,,941,927
11812,Dolina Kot,240,zahtevna neoznačena steza,,950,918
11812,Kosmačev preval,375,zahtevna neoznačena steza,,847,1021
1687,Planina Kuk,165,lahka neoznačena steza,nad Globokim,1150,713
1687,Tolminske Ravne,210,"lahka označena pot, lahka neoznačena steza",nad Globokim) (po mulatjeri,924,939
1687,Tolminske Ravne,180,"zahtevna označena pot, lahka neoznačena steza",nad Globokim) (strma pot,924,939
1687,Kneške Ravne,270,lahka neoznačena steza,nad Globokim,720,1143
1687,Ukanc,240,lahka neoznačena steza,nad Globokim) (čez Globoko,570,1293
1687,Ski hotel Vogel,160,"lahka označena pot, lahka neoznačena steza",nad Globokim) (čez pl. Zadnji Vogel in skozi zatrep Žagarjevega grabna,1540,323
11902,Ski hotel Vogel,100,lahka neoznačena steza,,1540,312
1686,Planina Kuk,180,lahka neoznačena steza,čez planino Razor,1150,694
1686,Planina Kuk,140,delno zahtevna označena pot,pot mimo Gradiča (stara vojaška pot),1150,694
1686,Tolminske Ravne,195,"zahtevna označena pot, lahka neoznačena steza",strma pot,924,920
1686,Tolminske Ravne,225,lahka neoznačena steza,po mulatjeri,924,920
1686,Kneške Ravne (Prošček),290,"lahka neoznačena steza, delno zahtevna označena pot",pot mimo Gradiča (stara vojaška pot),754,1090
1686,Kneške Ravne,245,"lahka neoznačena steza, delno zahtevna označena pot",pot mimo Gradiča (stara vojaška pot),720,1124
187,Ravne,185,lahka označena pot,mimo Orožnove koče,735,1109
187,Kal,150,lahka označena pot,,817,1027
187,Pod Luknjo,150,lahka označena pot,,950,894
187,Podbrdo,195,lahka označena pot,,508,1336
187,Kocenpohar,165,lahka označena pot,,785,1059
187,Ravne,205,lahka označena pot,čez planino za Črno goro,735,1109
187,Vrh Bače,190,lahka označena pot,,1273,571
187,Bohinjska Bistrica,220,lahka označena pot,mimo Orožnove koče,530,1314
187,Bohinjsko sedlo,300,lahka označena pot,,1277,567
187,Petrovo Brdo,280,lahka označena pot,,803,1041
187,Polje,225,lahka označena pot,,523,1321
187,Kuk,210,lahka neoznačena steza,,430,1414
187,Polje,240,lahka označena pot,mimo Orožnove koče,523,1321
187,Podbrdo,325,lahka označena pot,čez Vrh Bače,515,1329
187,Bohinjska Bistrica,240,lahka označena pot,čez planino za Črno goro,530,1314
11102,Pod Luknjo,180,"delno zahtevna označena pot, lahko brezpotje",,950,882
11102,Polje,255,"delno zahtevna označena pot, lahko brezpotje",,523,1309
11102,Ravne,235,"delno zahtevna označena pot, lahko brezpotje",čez Črno prst,735,1097
11102,Podbrdo,245,delno zahtevna označena pot,čez Črno prst,508,1324
1171,Planina Blato,255,delno zahtevna označena pot,čez Štapce,1147,684
1171,Koča pri Savici,240,zahtevna označena pot,,653,1178
1171,Planina Blato,255,lahka označena pot,čez Prode,1147,684
1221,Planina Blato,150,lahko brezpotje,snežni pristop,1147,680
11684,Planina Blato,150,lahko brezpotje,,1147,675
1139,Konec ceste na Pokljuki,180,lahka označena pot,,1340,477
1139,Rudno polje,200,lahka označena pot,,1347,470
1139,Dolina Krma,210,lahka označena pot,,944,873
1139,Stara Fužina,285,lahka označena pot,,600,1217
1139,Uskovnica (Razpotje),210,zahtevna označena pot,čez planino Spodnji Tosc,1215,602
1139,Planina Blato,225,lahka neoznačena steza,čez Grintovico,1147,670
1139,Uskovnica (Lom),215,zahtevna označena pot,čez planino Spodnji Tosc,1076,741
1139,Srednja vas,300,zahtevna označena pot,Za Ribnico in čez planino Spodnji Tosc,583,1234
13137,Gozdec,130,lahka označena pot,,1075,739
11385,Gozd Martuljek,220,zelo zahtevna neoznačena steza,,750,1060
11628,Planina Blato,180,lahko brezpotje,čez planino Dedno polje,1147,662
1330,Planina Kuninja,180,lahka označena pot,,991,810
1330,Krn,220,lahka označena pot,čez planino Sleme,900,901
1330,Planina Polog,285,lahka označena pot,,457,1344
11900,Ski hotel Vogel,75,lahka označena pot,,1540,260
11900,Ukanc,225,lahka označena pot,skozi Žagarjev graben,570,1230
11682,Rudno polje,75,"lahka označena pot, lahka neoznačena steza",,1347,443
11266,Koča na Gozdu,120,zahtevna neoznačena steza,,1226,562
11266,2. serpentina vršiške ceste,165,zahtevna neoznačena steza,Za Kumlehom,930,858
11755,Kal,140,lahka neoznačena steza,,817,969
11755,Podbrdo,185,lahka neoznačena steza,,508,1278
11755,Kuk,200,lahka neoznačena steza,,430,1356
11755,Bohinjsko sedlo,290,lahka neoznačena steza,,1277,509
11755,Petrovo Brdo,270,lahka neoznačena steza,,803,983
11755,Vrh Bače,180,lahka neoznačena steza,,1273,513
11755,Podbrdo,270,lahka neoznačena steza,čez Vrh Bače,515,1271
11755,Ravne,175,"lahka označena pot, lahka neoznačena steza",mimo Orožnove koče,730,1056
11755,Ravne,195,"lahka označena pot, lahka neoznačena steza",čez planino za Črno goro,730,1056
11755,Bohinjska Bistrica,230,lahka neoznačena steza,čez planino za Črno goro,530,1256
11627,Planina Blato,180,zahtevno brezpotje,čez planino Dedno polje,1147,635
11060,Dolina Kot,180,zahtevna neoznačena steza,,950,827
11060,Kosmačev preval,315,zahtevna neoznačena steza,,847,930
1605,Drežniške Ravne,180,lahka označena pot,mimo snežne jame,820,953
1605,Planina Zapleč,120,lahka označena pot,mimo kolujev,1201,572
1605,Planina Zapleč,120,lahka označena pot,mimo snežne jame,1201,572
11626,Planina Blato,180,lahko brezpotje,čez planino Dedno polje,1147,621
11346,Magozd,330,delno zahtevna neoznačena pot,Polovnik) (Štefkina pot,450,1318
1415,Zavrzelno,180,lahka označena pot,,700,1067
11096,Gozd Martuljek,180,lahka neoznačena steza,,750,1012
11096,Jasna,180,zahtevna neoznačena steza,,830,932
1254,Konec ceste na Vogar,90,lahka označena pot,direktna pot,1350,411
1254,Planina Blato,150,lahka označena pot,,1147,614
1254,Stara Fužina,225,lahka označena pot,direktna pot,600,1161
1254,Konec ceste na Vogar,140,lahka označena pot,čez planino Viševnik,1350,411
1254,Koča pri Savici,225,zahtevna označena pot,,653,1108
1254,Planina Blato,150,lahka označena pot,,1147,614
1254,Ukanc,300,izjemno zahtevna označena pot,Ferata Ožarjeni kamen,531,1230
11045,NC Planica,150,lahka neoznačena steza,ob skakalnici,931,829
11045,Rateče (Ledine),170,lahka neoznačena steza,,853,907
1197,Aljažev dom v Vratih,150,lahka označena pot,,1015,743
1197,Zadnjica,195,lahka označena pot,,650,1108
1465,Vršič,1800,lahka označena pot,,1611,139
1465,Tonkina koča na Vršiču,70,lahka označena pot,po stari cesti,1380,370
1465,Koča pri izviru Soče,160,lahka označena pot,,886,864
1465,Erjavčeva koča na Vršiču,3000,lahka označena pot,po stari cesti,1525,225
1465,Erjavčeva koča na Vršiču,2700,lahka označena pot,po pešpoti,1525,225
1464,Ski hotel Vogel,60,lahka neoznačena steza,,1540,210
1464,Javorje,120,lahko brezpotje,čez Kratki plaz,1050,700
12658,Kranjska Gora,205,lahka neoznačena steza,mimo Bedančevega doma,810,939
12658,Jasna,210,lahka neoznačena steza,mimo Mojčinega doma,827,922
12658,Dom Planica,165,delno zahtevna neoznačena pot,lovska pot,931,818
12658,Zelenci,180,"lahko brezpotje, lahka neoznačena steza",,834,915
1709,Jasna,180,lahka označena pot,mimo Mojčinega doma,827,918
1709,Dom Planica,135,"delno zahtevna neoznačena pot, lahka označena pot",lovska pot,931,814
1709,Kranjska Gora,175,lahka označena pot,mimo Bedančevega doma,810,935
1709,Zelenci,150,lahko brezpotje,,834,911
1426,Vršič,1800,lahka označena pot,,1611,126
1426,Koča na Gozdu,90,lahka neoznačena steza,po stari cesti,1226,511
1426,Koča pri izviru Soče,160,lahka označena pot,,886,851
1426,Tonkina koča na Vršiču,60,lahka označena pot,,1380,357
1260,Planina Blato,120,lahka neoznačena steza,,1147,573
1260,Stara Fužina,225,lahka označena pot,,600,1120
1253,Dolina Krma,150,lahka označena pot,,944,776
11380,Gozd Martuljek,180,"zahtevna označena pot, lahka neoznačena steza",,750,949
11380,Lengar,180,"delno zahtevna neoznačena pot, lahko brezpotje",,699,1000
12649,Vodel,115,lahka neoznačena steza,,1086,606
12649,Pod Debelo glavo,95,lahka neoznačena steza,,1200,492
12649,Javorje,190,lahka neoznačena steza,pot čez Glin,1050,642
12649,Pod Debelo glavo,110,lahka neoznačena steza,mimo lovske koče,1220,472
1261,Vršič,1200,lahka označena pot,,1611,77
1261,Koča na Gozdu,80,lahka neoznačena steza,po stari cesti,1226,462
1261,Koča pri izviru Soče,150,lahka označena pot,,886,802
1261,Erjavčeva koča na Vršiču,1800,lahka označena pot,po stari cesti,1525,163
1261,Tonkina koča na Vršiču,3000,lahka označena pot,po stari cesti,1380,308
1261,Erjavčeva koča na Vršiču,2100,lahka označena pot,po pešpoti,1525,163
1133,Planina Blato,195,lahka označena pot,čez Prode,1147,538
1133,Koča pri Savici,180,zahtevna označena pot,čez Komarčo,653,1032
1133,Planina Blato,195,delno zahtevna označena pot,čez Štapce,1147,538
1133,Koča pri Savici,300,lahka označena pot,čez Komno,653,1032
1133,Konec ceste na Vogar,200,lahka označena pot,čez Prode,1350,335
1133,Stara Fužina,300,delno zahtevna označena pot,čez Vogar in Štapce,600,1085
1133,Konec ceste na Vogar,200,delno zahtevna označena pot,čez Štapce,1350,335
1133,Pod Zjabci,345,lahka označena pot,,745,940
11898,Ski hotel Vogel,1800,lahka označena pot,,1540,142
199,Konec ceste na Pokljuki,195,lahka označena pot,,1340,340
199,Stara Fužina,285,lahka označena pot,,600,1080
199,Planina Blato,225,lahka neoznačena steza,čez Grintovico,1147,533
199,Uskovnica (Razpotje),225,zahtevna označena pot,čez planino Spodnji Tosc,1215,465
199,Uskovnica (Lom),230,zahtevna označena pot,čez planino Spodnji Tosc,1076,604
199,Srednja vas,315,zahtevna označena pot,Za Ribnico in čez planino Spodnji Tosc,583,1097
1750,Breginj,190,delno zahtevna označena pot,Julijske Alpe,550,1123
1750,Kobarid,255,lahka označena pot,Julijske Alpe,234,1439
1750,Potoki,240,lahka označena pot,Julijske Alpe,341,1332
1750,Breginj,285,delno zahtevna označena pot,Julijske Alpe) (čez Muzec,550,1123
1101,Planina Blato,90,lahka neoznačena steza,lovska pot,1147,523
1101,Stara Fužina,195,lahka označena pot,,600,1070
1101,Stara Fužina,240,lahka neoznačena steza,čez planino Zgornja Grintovica,600,1070
13570,Spodnja Trenta,205,lahka neoznačena steza,,574,1092
11114,Rutarski gozd,120,lahka neoznačena steza,Špičasta kupa,1030,632
11114,Grant,165,lahka neoznačena steza,Špičasta kupa,725,937
11114,Stržišče,210,lahka neoznačena steza,Špičasta kupa,756,906
1157,Planina Blato,135,lahka označena pot,,1147,513
1157,Konec ceste na Vogar,130,lahka označena pot,,1350,310
1157,Koča pri Savici,210,zahtevna označena pot,,653,1007
1157,Planina Blato,140,lahka označena pot,čez planino Viševnik,1147,513
13520,Ravne,165,"lahka označena pot, lahka neoznačena steza",Lisec,735,918
1419,Kal-Koritnica,195,delno zahtevna označena pot,,460,1193
1292,Konec ceste na Pokljuki,225,lahka označena pot,,1340,305
1292,Stara Fužina,255,lahka označena pot,,600,1045
1292,Planina Blato,195,lahka neoznačena steza,čez planino Spodnjo Grintovico,1147,498
1292,Rudno polje,245,lahka označena pot,,1347,298
1292,Uskovnica (Razpotje),255,zahtevna označena pot,čez planino Spodnji Tosc,1215,430
1292,Uskovnica (Lom),260,zahtevna označena pot,čez planino Spodnji Tosc,1076,569
1292,Srednja vas,275,zahtevna označena pot,Za Ribnico in čez planino Spodnji Tosc,583,1062
11394,Breginj,180,delno zahtevna označena pot,Veliki Muzec,550,1080
176,Rudno polje,105,lahka označena pot,,1347,283
176,Medvedova konta,2700,lahka označena pot,,1410,220
176,Planina Zajavornik,60,lahka označena pot,,1292,338
176,Šport hotel,105,lahka označena pot,,1280,350
176,Pri Rupah,2700,lahka označena pot,,1350,280
1255,Planina Blato,90,lahka označena pot,,1147,478
1255,Konec ceste na Vogar,80,lahka označena pot,,1350,275
1255,Koča pri Savici,180,zahtevna označena pot,,653,972
1255,Planina Blato,100,lahka označena pot,čez Krištofojco,1147,478
12138,Radovna,180,lahka neoznačena steza,,695,926
1262,Dom v Tamarju,180,zahtevna označena pot,,1108,510
1262,Erjavčeva koča na Vršiču,1200,lahka označena pot,,1525,93
1262,Koča pri izviru Soče,130,lahka označena pot,,886,732
1825,Breginj,175,delno zahtevna označena pot,Mali Muzec,550,1062
1290,Bohinjsko sedlo,75,lahka neoznačena steza,severozahodni vrh) (mimo Lajnarja,1277,332
1290,Podbrdo,195,lahka označena pot,severozahodni vrh,515,1094
1290,Bohinjsko sedlo,60,lahka neoznačena steza,severozahodni vrh) (direktna pot,1277,332
1290,Petrovo Brdo,135,lahka označena pot,severozahodni vrh) (mimo Lajnarja,803,806
1290,Podbrdo,190,lahka označena pot,severozahodni vrh) (mimo Lajnarja,508,1101
1205,Bohinjsko sedlo,90,lahka označena pot,mimo Lajnarja,1277,325
1205,Bohinjsko sedlo,75,lahka označena pot,direktna pot,1277,325
1205,Vrh Bače,60,lahka označena pot,,1273,329
1205,Petrovo Brdo,150,lahka označena pot,čez Vrh Bače,803,799
1205,Podbrdo,195,lahka označena pot,,515,1087
1205,Petrovo Brdo,150,lahka označena pot,mimo Lajnarja,830,772
1205,Kozji hrbet,60,lahka neoznačena steza,,1290,312
1205,Podbrdo,205,lahka označena pot,mimo Lajnarja,508,1094
11887,Ukanc,180,lahka neoznačena steza,,570,1030
11887,Ski hotel Vogel,195,lahka označena pot,,1540,60
11887,Koča pri Savici,255,lahka označena pot,mimo Doma na Komni,653,947
11887,Ukanc,270,lahka označena pot,skozi Žagarjev graben,570,1030
11887,Ukanc,300,lahka označena pot,čez planino Zadnji Vogel,570,1030
12518,Bohinjsko sedlo,65,lahka označena pot,jugovzhodni vrh) (mimo Lajnarja,1277,320
12518,Bohinjsko sedlo,70,lahka označena pot,jugovzhodni vrh) (mimo kasarne,1277,320
12518,Podbrdo,205,lahka označena pot,jugovzhodni vrh,515,1082
12518,Petrovo Brdo,125,lahka označena pot,jugovzhodni vrh) (mimo Lajnarja,803,794
12518,Podbrdo,180,lahka označena pot,jugovzhodni vrh) (mimo Lajnarja,508,1089
1394,Mojstrana,140,lahka označena pot,,720,873
1394,Ravne,165,lahka neoznačena steza,,1177,416
1394,Mojstrana,155,delno zahtevna neoznačena pot,čez pobočje Na tnalu,641,952
1394,Planina Spodnji Kozjek,150,lahka neoznačena steza,,1082,511
13564,Spodnja Trenta,190,lahka neoznačena steza,,574,1016
13568,Poldov rovt (Vrata),120,zahtevna neoznačena steza,,941,645
1437,Bohinjsko sedlo,120,lahka označena pot,mimo Lajnarja,1277,297
1437,Bohinjsko sedlo,90,lahka označena pot,,1277,297
1437,Podbrdo,180,lahka označena pot,,515,1059
1437,Vrh Bače,2700,lahka označena pot,,1273,301
1437,Kozji hrbet,3000,lahka neoznačena steza,,1290,284
1437,Petrovo Brdo,135,lahka označena pot,,803,771
12632,Tolminske Ravne,105,lahka neoznačena steza,čez planino na Kalu,924,646
12632,Tolminska korita,255,"delno zahtevna označena pot, lahka neoznačena steza",čez Hudičev most in čez Tolminske Ravne,210,1360
12632,Tolminska korita,255,"delno zahtevna označena pot, lahka neoznačena steza",skozi Tolminska korita in čez Tolminske Ravne,210,1360
12632,Planina Kuk,165,lahka neoznačena steza,,1150,420
12632,Kneške Ravne,270,lahka neoznačena steza,čez planino na Kalu,720,850
11267,Koča na Gozdu,75,lahka neoznačena steza,,1226,336
11267,2. serpentina vršiške ceste,120,lahka neoznačena steza,Za Kumlehom,930,632
1243,Planina Blato,90,lahka označena pot,,1147,413
1243,Planina Blato,120,lahka označena pot,čez planino pri Jezeru,1147,413
1156,Planina Blato,90,lahka označena pot,,1147,413
1156,Konec ceste na Vogar,135,lahka označena pot,mimo Grive,1350,210
1156,Konec ceste na Vogar,135,lahka označena pot,čez Krištofojco,1350,210
1606,Koča pri Savici,255,lahka označena pot,čez Komno,653,905
1606,Konec ceste na Vogar,230,delno zahtevna označena pot,čez Štapce,1350,208
1606,Pod Zjabci,300,lahka označena pot,,745,813
1606,Konec ceste na Vogar,230,lahka označena pot,čez Prode,1350,208
1606,Planina Blato,225,lahka označena pot,čez Prode,1147,411
1606,Planina Blato,225,delno zahtevna označena pot,čez Štapce,1147,411
11536,Jablenca,180,"lahka neoznačena steza, lahka označena pot",,400,1157
11536,Počivalnik,180,zahtevna neoznačena steza,,575,982
1341,Krnica,195,lahka označena pot,,660,896
1341,Strmec,600,lahka označena pot,,1520,36
1710,Jasna,135,lahka označena pot,po grebenu,830,725
1710,Kranjska Gora,130,lahka označena pot,mimo Bedančevega doma,810,745
1710,Jasna,150,lahka neoznačena steza,po smučišču,830,725
1710,Dom Planica,140,"delno zahtevna neoznačena pot, lahka označena pot",lovska pot,931,624
1710,Zelenci,155,"lahko brezpotje, lahka označena pot",,834,721
12992,Mangartska planina,2700,delno zahtevna neoznačena pot,nad Mangartsko planino,1295,258
1826,Breginj,165,delno zahtevna označena pot,,550,1000
1435,Bohinjsko sedlo,2400,lahka označena pot,označena pot,1277,272
1435,Zgornja Sorica,100,lahka označena pot,,950,599
1435,Petrovo Brdo,120,lahka označena pot,,803,746
1435,Bohinjsko sedlo,2700,lahka neoznačena steza,neoznačena pot,1277,272
1435,Podbrdo,175,lahka označena pot,,508,1041
11604,Vas na Skali,165,lahka neoznačena steza,po cesti,1010,538
11604,Vas na Skali,140,lahka neoznačena steza,,980,568
1434,Bohinjsko sedlo,60,lahka označena pot,čez Lajnar,1277,270
1434,Zgornja Sorica,90,lahka označena pot,,950,597
1434,Bohinjsko sedlo,2400,lahka neoznačena steza,direktna pot,1277,270
11815,Dolina Kot,120,delno zahtevna neoznačena pot,,950,593
11815,Kosmačev preval,240,delno zahtevna neoznačena pot,,847,696
1732,Za Malim vrhom,60,lahko brezpotje,,1180,361
11699,Šport hotel,60,lahko brezpotje,,1280,258
1587,Ribčev Laz,180,lahka označena pot,,546,989
1587,Ukanc,165,lahka označena pot,skozi Žagarjev graben,570,965
1587,Planina Storeča raven,75,lahka označena pot,,1100,435
1417,Dom v Lepeni,170,lahka označena pot,,700,830
12185,Ribčev Laz,210,lahka neoznačena steza,,546,981
12185,Javorje,120,lahka neoznačena steza,,1050,477
12185,Pod Debelo glavo,135,lahka neoznačena steza,,1200,327
12185,Pod Debelo glavo,150,lahka neoznačena steza,mimo lovske koče,1220,307
12185,Vodel,155,lahka neoznačena steza,,1086,441
1272,Mihov dom na Vršiču,90,lahka označena pot,peš pot,1085,440
1272,Tonkina koča na Vršiču,1500,lahka neoznačena steza,,1380,145
1102,Koča pri Savici,150,lahka označena pot,,653,867
1102,Koča  pri Savici,185,zahtevna označena pot,čez Komarčo,653,867
1102,Ski hotel Vogel,300,lahka označena pot,,1540,-20
1102,Pod Zjabci,300,lahka označena pot,,745,775
1102,Planina Blato,255,lahka označena pot,mimo Črnega jezera,1147,373
1102,Dom v Lepeni,315,lahka označena pot,,700,820
1102,Planina Blato,345,delno zahtevna označena pot,čez Štapce,1147,373
1102,Ukanc,240,delno zahtevna neoznačena pot,skozi Ražnovo Suho,570,950
1102,Ukanc,375,lahka označena pot,skozi Žagarjev graben,570,950
1102,Ukanc,285,lahka neoznačena steza,čez planino za Migovcem,570,950
1102,Ukanc,405,lahka označena pot,čez planino Zadnji Vogel,570,950
1102,Planina Blato,345,lahka označena pot,čez Prode,1147,373
1731,Bohinjska Bistrica,165,lahka neoznačena steza,po smučarski progi,520,995
1731,Vrh Bače,60,lahka označena pot,,1273,242
1731,Za Malim vrhom,60,lahka neoznačena steza,,1180,335
1731,Petrovo Brdo,150,lahka označena pot,,803,712
